country_code,country_name,year,incidence_per_1000,low,high,parent_region
GHA,GHA,2024,195.7696618,135.6087531,274.0383601,Africa
GNQ,GNQ,2019,247.3995271,167.3562592,356.7573078,Africa
NAM,NAM,2021,9.557697618,7.581329184,11.69004766,Africa
BDI,BDI,2011,245.350113,184.3084024,318.6796266,Africa
RWA,RWA,2010,104.653206,72.4594824,138.2102399,Africa
BEN,BEN,2024,354.253113,227.8638848,527.484627,Africa
ZWE,ZWE,2017,114.7046387,71.59187596,165.8095965,Africa
TGO,TGO,2010,318.5258571,243.5394737,413.4489253,Africa
CIV,CIV,2016,258.1034563,161.1700234,392.0457757,Africa
TCD,TCD,2014,212.0052629,132.3629732,319.116706,Africa
MYT,MYT,2019,0.066137566,0.066137566,0.066137566,Africa
TGO,TGO,2020,283.9224335,204.2293119,386.2154545,Africa
SWZ,SWZ,2018,2.09593645,2.09593645,2.09593645,Africa
ZAF,ZAF,2020,0.736926125,0.736926125,0.736926125,Africa
LBR,LBR,2010,322.1434924,244.8285553,415.0189522,Africa
MOZ,MOZ,2014,361.474302,295.9905849,439.5630684,Africa
BWA,BWA,2010,1.653670012,0.985228253,2.95134471,Africa
MDG,MDG,2018,71.86049528,50.7944184,95.65172225,Africa
DZA,DZA,2012,0.024871853,0.024871853,0.024871853,Africa
MLI,MLI,2024,346.2195913,243.9577987,492.3968715,Africa
ZWE,ZWE,2021,27.53749473,16.35279069,39.45940353,Africa
MOZ,MOZ,2018,331.298561,262.7193624,409.1742218,Africa
COM,COM,2024,62.78703204,62.78703204,62.78703204,Africa
KEN,KEN,2010,80.27255074,59.38186066,106.7033206,Africa
CIV,CIV,2020,295.6638508,221.8251167,384.9875952,Africa
MLI,MLI,2011,394.1824,281.3879413,537.8803394,Africa
AGO,AGO,2020,244.5295723,153.7013919,365.0353305,Africa
NGA,NGA,2024,294.2517937,211.0299542,397.3596962,Africa
MYT,MYT,2014,0.019278967,0.019278967,0.019278967,Africa
BEN,BEN,2017,415.7384105,336.5913497,510.3474897,Africa
COG,COG,2024,221.0209411,130.6455858,350.3440492,Africa
GAB,GAB,2021,189.1920889,136.7447792,253.2779707,Africa
GAB,GAB,2011,195.4007443,95.28496047,358.7107544,Africa
DZA,DZA,2011,0.000461318,0.000461318,0.000461318,Africa
ETH,ETH,2017,70.71058376,33.35468763,122.3471223,Africa
GHA,GHA,2015,275.9898421,216.12485,347.1758308,Africa
COD,COD,2020,338.9196758,258.7575559,435.739004,Africa
ERI,ERI,2014,35.43874137,22.80861936,49.36337141,Africa
DZA,DZA,2015,0.0,0.0,0.0,Africa
RWA,RWA,2024,77.13835155,59.95770826,94.97175547,Africa
STP,STP,2016,10.98739248,10.98739248,10.98739248,Africa
GNB,GNB,2024,110.127776,30.57728841,295.8677099,Africa
CMR,CMR,2020,264.811951,198.0330026,345.8377565,Africa
AGO,AGO,2013,158.1038401,115.8460377,211.6336934,Africa
MDG,MDG,2020,138.7306278,92.1305288,189.5956053,Africa
GIN,GIN,2011,428.7812206,351.1515055,516.5255011,Africa
MOZ,MOZ,2017,333.7416332,266.4037467,411.458819,Africa
GNQ,GNQ,2022,237.5643524,154.4305243,345.381166,Africa
DZA,DZA,2024,0.0,0.0,0.0,Africa
DZA,DZA,2018,0.0,0.0,0.0,Africa
SLE,SLE,2021,305.8165182,177.2749142,491.1572119,Africa
GAB,GAB,2017,184.6590013,114.3375562,284.6133224,Africa
ZWE,ZWE,2024,11.36272542,6.827783476,16.36238798,Africa
MRT,MRT,2017,72.78655602,25.21778374,149.3258679,Africa
GHA,GHA,2018,212.7630234,162.3576299,273.6587054,Africa
COD,COD,2023,325.2947774,246.4222286,420.4573864,Africa
MWI,MWI,2011,395.2465971,318.7805691,484.1447182,Africa
AGO,AGO,2016,189.7796222,146.7869008,240.669909,Africa
SSD,SSD,2022,274.7837187,177.22787,408.6503397,Africa
COG,COG,2010,214.4367578,138.5772384,315.9158358,Africa
UGA,UGA,2021,268.6123762,183.045766,380.1948605,Africa
MRT,MRT,2014,56.3040842,20.04370909,112.1371878,Africa
TZA,TZA,2010,145.5640581,107.53831,192.9914655,Africa
BFA,BFA,2018,356.2296901,239.3302426,507.9776569,Africa
