country_id,country_name,indicator_id,indicator_name,year,value
CIV,Cote d'Ivoire,NY.GDP.PCAP.CD,GDP per capita (current US$),2025,3050.10202257321
CIV,Cote d'Ivoire,NY.GDP.PCAP.CD,GDP per capita (current US$),2024,2727.8935220697
CIV,Cote d'Ivoire,NY.GDP.PCAP.CD,GDP per capita (current US$),2023,2591.9659048119
CIV,Cote d'Ivoire,NY.GDP.PCAP.CD,GDP per capita (current US$),2022,2333.37128301259
CIV,Cote d'Ivoire,NY.GDP.PCAP.CD,GDP per capita (current US$),2021,2455.98127641148
CIV,Cote d'Ivoire,NY.GDP.PCAP.CD,GDP per capita (current US$),2020,2179.72934832935
CIV,Cote d'Ivoire,NY.GDP.PCAP.CD,GDP per capita (current US$),2019,2141.76836170115
CIV,Cote d'Ivoire,NY.GDP.PCAP.CD,GDP per capita (current US$),2018,2130.86619381144
CIV,Cote d'Ivoire,NY.GDP.PCAP.CD,GDP per capita (current US$),2017,1964.29930338343
CIV,Cote d'Ivoire,NY.GDP.PCAP.CD,GDP per capita (current US$),2016,1862.59597081287
CMR,Cameroon,NY.GDP.PCAP.CD,GDP per capita (current US$),2025,1972.3815800786
CMR,Cameroon,NY.GDP.PCAP.CD,GDP per capita (current US$),2024,1830.00833684727
CMR,Cameroon,NY.GDP.PCAP.CD,GDP per capita (current US$),2023,1720.47510154506
CMR,Cameroon,NY.GDP.PCAP.CD,GDP per capita (current US$),2022,1604.87726954895
CMR,Cameroon,NY.GDP.PCAP.CD,GDP per capita (current US$),2021,1672.32657340872
CMR,Cameroon,NY.GDP.PCAP.CD,GDP per capita (current US$),2020,1555.60370660749
CMR,Cameroon,NY.GDP.PCAP.CD,GDP per capita (current US$),2019,1555.22660476477
CMR,Cameroon,NY.GDP.PCAP.CD,GDP per capita (current US$),2018,1610.69641591017
CMR,Cameroon,NY.GDP.PCAP.CD,GDP per capita (current US$),2017,1496.08951771242
CMR,Cameroon,NY.GDP.PCAP.CD,GDP per capita (current US$),2016,1441.7201725688
EGY,"Egypt, Arab Rep.",NY.GDP.PCAP.CD,GDP per capita (current US$),2025,3085.80712036204
EGY,"Egypt, Arab Rep.",NY.GDP.PCAP.CD,GDP per capita (current US$),2024,3338.47371043679
EGY,"Egypt, Arab Rep.",NY.GDP.PCAP.CD,GDP per capita (current US$),2023,3456.78965212363
EGY,"Egypt, Arab Rep.",NY.GDP.PCAP.CD,GDP per capita (current US$),2022,4233.30783744856
EGY,"Egypt, Arab Rep.",NY.GDP.PCAP.CD,GDP per capita (current US$),2021,3827.35415374308
EGY,"Egypt, Arab Rep.",NY.GDP.PCAP.CD,GDP per capita (current US$),2020,3511.11381026379
EGY,"Egypt, Arab Rep.",NY.GDP.PCAP.CD,GDP per capita (current US$),2019,2962.98892023003
EGY,"Egypt, Arab Rep.",NY.GDP.PCAP.CD,GDP per capita (current US$),2018,2484.70315630508
EGY,"Egypt, Arab Rep.",NY.GDP.PCAP.CD,GDP per capita (current US$),2017,2395.10333299491
EGY,"Egypt, Arab Rep.",NY.GDP.PCAP.CD,GDP per capita (current US$),2016,3270.6287768197
ETH,Ethiopia,NY.GDP.PCAP.CD,GDP per capita (current US$),2025,932.729352775179
ETH,Ethiopia,NY.GDP.PCAP.CD,GDP per capita (current US$),2024,1133.88279681256
ETH,Ethiopia,NY.GDP.PCAP.CD,GDP per capita (current US$),2023,1055.81091593061
ETH,Ethiopia,NY.GDP.PCAP.CD,GDP per capita (current US$),2022,982.103161502198
ETH,Ethiopia,NY.GDP.PCAP.CD,GDP per capita (current US$),2021,893.009835441784
ETH,Ethiopia,NY.GDP.PCAP.CD,GDP per capita (current US$),2020,829.790982552951
ETH,Ethiopia,NY.GDP.PCAP.CD,GDP per capita (current US$),2019,793.473247218996
ETH,Ethiopia,NY.GDP.PCAP.CD,GDP per capita (current US$),2018,739.702022272086
ETH,Ethiopia,NY.GDP.PCAP.CD,GDP per capita (current US$),2017,696.348429076216
ETH,Ethiopia,NY.GDP.PCAP.CD,GDP per capita (current US$),2016,641.651523286233
GHA,Ghana,NY.GDP.PCAP.CD,GDP per capita (current US$),2025,3257.1588903576
GHA,Ghana,NY.GDP.PCAP.CD,GDP per capita (current US$),2024,2419.2518672482
GHA,Ghana,NY.GDP.PCAP.CD,GDP per capita (current US$),2023,2383.90410476221
GHA,Ghana,NY.GDP.PCAP.CD,GDP per capita (current US$),2022,2229.89122654479
GHA,Ghana,NY.GDP.PCAP.CD,GDP per capita (current US$),2021,2445.18662529344
GHA,Ghana,NY.GDP.PCAP.CD,GDP per capita (current US$),2020,2195.45481659987
GHA,Ghana,NY.GDP.PCAP.CD,GDP per capita (current US$),2019,2186.65822682613
GHA,Ghana,NY.GDP.PCAP.CD,GDP per capita (current US$),2018,2195.32166016377
GHA,Ghana,NY.GDP.PCAP.CD,GDP per capita (current US$),2017,2012.28662641265
GHA,Ghana,NY.GDP.PCAP.CD,GDP per capita (current US$),2016,1912.47991339951
GMB,"Gambia, The",NY.GDP.PCAP.CD,GDP per capita (current US$),2025,919.060423427951
GMB,"Gambia, The",NY.GDP.PCAP.CD,GDP per capita (current US$),2024,871.340287547821
GMB,"Gambia, The",NY.GDP.PCAP.CD,GDP per capita (current US$),2023,883.024111978927
GMB,"Gambia, The",NY.GDP.PCAP.CD,GDP per capita (current US$),2022,836.244875868476
GMB,"Gambia, The",NY.GDP.PCAP.CD,GDP per capita (current US$),2021,781.890925169531
GMB,"Gambia, The",NY.GDP.PCAP.CD,GDP per capita (current US$),2020,720.335143352133
GMB,"Gambia, The",NY.GDP.PCAP.CD,GDP per capita (current US$),2019,738.186751987483
GMB,"Gambia, The",NY.GDP.PCAP.CD,GDP per capita (current US$),2018,696.219806960615
GMB,"Gambia, The",NY.GDP.PCAP.CD,GDP per capita (current US$),2017,642.522641296331
GMB,"Gambia, The",NY.GDP.PCAP.CD,GDP per capita (current US$),2016,650.056501323611
KEN,Kenya,NY.GDP.PCAP.CD,GDP per capita (current US$),2025,2362.86091198611
KEN,Kenya,NY.GDP.PCAP.CD,GDP per capita (current US$),2024,2133.46193404026
KEN,Kenya,NY.GDP.PCAP.CD,GDP per capita (current US$),2023,1942.58802756191
KEN,Kenya,NY.GDP.PCAP.CD,GDP per capita (current US$),2022,2109.56288513137
KEN,Kenya,NY.GDP.PCAP.CD,GDP per capita (current US$),2021,2061.35622089594
KEN,Kenya,NY.GDP.PCAP.CD,GDP per capita (current US$),2020,1927.66459027849
KEN,Kenya,NY.GDP.PCAP.CD,GDP per capita (current US$),2019,1960.40808854893
KEN,Kenya,NY.GDP.PCAP.CD,GDP per capita (current US$),2018,1836.45275528993
KEN,Kenya,NY.GDP.PCAP.CD,GDP per capita (current US$),2017,1667.48447230835
KEN,Kenya,NY.GDP.PCAP.CD,GDP per capita (current US$),2016,1554.12610314423
LBR,Liberia,NY.GDP.PCAP.CD,GDP per capita (current US$),2025,915.328972645548
LBR,Liberia,NY.GDP.PCAP.CD,GDP per capita (current US$),2024,851.497723870206
LBR,Liberia,NY.GDP.PCAP.CD,GDP per capita (current US$),2023,799.194470229642
LBR,Liberia,NY.GDP.PCAP.CD,GDP per capita (current US$),2022,744.617175237387
LBR,Liberia,NY.GDP.PCAP.CD,GDP per capita (current US$),2021,667.96610514319
