country,iso3,year,merchandise_trade_pct_gdp
Nigeria,NGA,2016,17.0107868037786
Senegal,SEN,2025,59.9623803132123
Senegal,SEN,2024,55.0171034260419
Senegal,SEN,2023,56.0197237718848
Senegal,SEN,2022,63.97720711662
Senegal,SEN,2021,54.1445328365174
Senegal,SEN,2020,47.8628391584428
Senegal,SEN,2019,52.6534015992011
Senegal,SEN,2018,50.5868018047537
Senegal,SEN,2017,46.3532923956841
Senegal,SEN,2016,42.6358552209813
Tunisia,TUN,2025,86.75050309611
Tunisia,TUN,2024,89.5547543637167
Tunisia,TUN,2023,94.3256722864176
Tunisia,TUN,2022,100.638950406793
Tunisia,TUN,2021,83.2213901026724
Tunisia,TUN,2020,75.6828716164821
Tunisia,TUN,2019,87.0932836089983
Tunisia,TUN,2018,89.5669497510742
Tunisia,TUN,2017,82.6733423682624
Tunisia,TUN,2016,74.467867169569
Tanzania,TZA,2025,27.4739732472238
Tanzania,TZA,2024,28.8985849996803
Tanzania,TZA,2023,26.5769345009067
Tanzania,TZA,2022,27.7811801468979
Tanzania,TZA,2021,23.2324026129095
Tanzania,TZA,2020,21.9468397397756
Tanzania,TZA,2019,23.6896185388871
Tanzania,TZA,2018,23.0879697694696
Tanzania,TZA,2017,23.2980326637046
Tanzania,TZA,2016,27.7250904097774
United States,USA,2025,18.4979834057531
United States,USA,2024,18.4993364567078
United States,USA,2023,18.6480154966016
United States,USA,2022,20.8673519400441
United States,USA,2021,19.7660126837437
United States,USA,2020,17.9266274908854
United States,USA,2019,19.5478622034132
United States,USA,2018,20.7111547755682
United States,USA,2017,20.1648400564101
United States,USA,2016,19.68190440445
South Africa,ZAF,2025,57.2303301225385
South Africa,ZAF,2024,58.2198459277558
South Africa,ZAF,2023,63.3388058714097
South Africa,ZAF,2022,63.5698026040075
South Africa,ZAF,2021,56.5639900248925
South Africa,ZAF,2020,50.2688581174453
South Africa,ZAF,2019,50.7422966759987
South Africa,ZAF,2018,51.3104250524781
South Africa,ZAF,2017,49.9471993832485
South Africa,ZAF,2016,51.8892209261501
